Category,Thumbnail,Title,Description,Brand,Stars,Reviews,Price,URL
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/61vm-ppXqbL._AC_UL600_SR600,400_.jpg",Trendy Queen Womens Oversized Summer T Shirts Plus Size Batwing Cute Casual Tops Short Sleeves Fashion Workout Clothes,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",Trendy Queen Store,4.4,5224,$6.99,https://www.amazon.com/Trendy-Queen-Womens-Oversized-Crewneck/dp/B0BPYDB839/ref=zg_bs_g_7147440011_d_sccl_1/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/812P192yFNL._AC_UL600_SR600,400_.jpg",OEAK Womens Deep V Bras Wireless Comfortable Bra Supportive No Underwire Bras Tshirt Push Up Bralettes Plunge Seamless Bra,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",OEAK Store,4.1,5118,$18.99,https://www.amazon.com/OEAK-Comfortable-Bralettes-Underwire-Seamless/dp/B0D8FJVTBG/ref=zg_bs_g_7147440011_d_sccl_3/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/61CvT1de7IL._AC_UL600_SR600,400_.jpg",LILLUSORY Women's Oversized Batwing Sweaters 2025 Fall Outfits Trendy Crewneck Knit Side Slit Fashion Pullover Tops,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",LILLUSORY Store,4.4,5045,$32.99,https://www.amazon.com/LILLUSORY-Sweaters-Crewneck-Oversized-Pullover/dp/B0BFL5MKKC/ref=zg_bs_g_7147440011_d_sccl_20/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/811NamPj4IL._AC_UL300_SR300,200_.jpg",Sampeel V Neck Long Sleeve Shirts for Women Casual Fall Tops Lightweight Tunic Sweaters Fashion Clothes Loose Fit 2025,N/A,N/A,4.4,4899,$9.99,https://www.amazon.com/SAMPEEL-Womens-Christmas-Sweaters-Clothes/dp/B0D665W8TH/ref=zg_bs_g_7147440011_d_sccl_86/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71QZExoIbxL._AC_UL600_SR600,400_.jpg",ANRABESS Women Long Sleeve Shirts Rib Knit Slim Fit Tops Basic Tee 2025 Fall Outfits Casual T-Shirt Underscrubs Layer Clothes,"This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",ANRABESS Store,4.6,4534,$9.99,https://www.amazon.com/ANRABESS-Crewneck-T-Shirt-Workout-Outfits/dp/B0CYZM5RSM/ref=zg_bs_g_7147440011_d_sccl_2/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71+cnx78rHL._AC_UL300_SR300,200_.jpg",AUTOMET Long Sleeve Shirts Womens Pleated Business Casual Blouses with Smocked Cuffs,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",AUTOMET Store,4.5,4467,$9.89,https://www.amazon.com/AUTOMET-Fashion-Business-Clothing-Sweaters/dp/B0D5QR47PT/ref=zg_bs_g_7147440011_d_sccl_28/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/81Nk9XTGkOL._AC_UL600_SR600,400_.jpg",Saloogoe Long Sleeve Shirts for Women 2025 Fall Clothes Tunic Tops Loose Fit Dressy Crewneck Pullover Sweaters Curved Hem,"This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",Saloogoe Store,4.4,4209,$9.98,https://www.amazon.com/Saloogoe-Sweaters-Pullover-Crewneck-Lightweight/dp/B0D5CSBMSW/ref=zg_bs_g_7147440011_d_sccl_11/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71w2j-N-qwL._AC_UL600_SR600,400_.jpg",Brooks Women’s Adrenaline GTS 24 Supportive Running Shoe,"Customer Reviews, including Product Star Ratings help customers to learn more about the product and decide whether it is the right product for them.",Brooks Store,4.4,3327,$119.95,https://www.amazon.com/Brooks-Womens-Adrenaline-Supportive-Running/dp/B0CZ7LY2P7/ref=zg_bs_g_7147440011_d_sccl_17/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/616bCnT+0SL._AC_UL600_SR600,400_.jpg",LetsJoli Bras for Women Supportive Wireless Push Up Bra Full Coverage No Underwear Seamless Plus Size for Older Women,"Customer Reviews, including Product Star Ratings help customers to learn more about the product and decide whether it is the right product for them.",LetsJoli Store,4.1,3220,$19.99,https://www.amazon.com/LetsJoli-Supportive-Wireless-Underwear-Women%EF%BC%88Nude/dp/B0F6VKZ4FB/ref=zg_bs_g_7147440011_d_sccl_21/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/61gYziByaeL._AC_UL300_SR300,200_.jpg",Trendy Queen Womens Long Sleeve Shirts Crop Tops Fall Fashion 2025 Square Neck Going Out Basics Tees Y2k Clothes,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",Trendy Queen Store,4.3,3001,$12.99,https://www.amazon.com/Trendy-Queen-Fashion-Thermal-Underscrubs/dp/B0CM8S6BY7/ref=zg_bs_g_7147440011_d_sccl_26/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71ludC+6GYL._AC_UL300_SR300,200_.jpg",Saloogoe Sweatshirts for Women Crewneck Long Sleeve Loose Fit Tops Color Block Ribbed Trim Fashion 2025,"This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",Saloogoe Store,4.3,2861,$14.99,https://www.amazon.com/Sweatshirt-Crewneck-Pullover-Sweaters-Business/dp/B0D31L8PCG/ref=zg_bs_g_7147440011_d_sccl_28/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71i3oh2VfxL._AC_UL600_SR600,400_.jpg",AUTOMET Long Sleeve Shirts Basic Tops,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",AUTOMET Store,4.5,2235,$9.99,https://www.amazon.com/AUTOMET-Tshirts-Underscrub-Outfits-Undershirt/dp/B0D4YCXF8Q/ref=zg_bs_g_7147440011_d_sccl_11/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/61lFO3NRrKL._AC_UL600_SR600,400_.jpg","Hstyle 6 Pairs of Ruffle Socks Women, Cute Ruffle Ankle Socks","This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",Hstyle Store,4.6,2151,$14.99,https://www.amazon.com/Hstyle-Ruffle-Socks-Turn-Cuff-Breathable/dp/B0CFWKMK2L/ref=zg_bs_g_7147440011_d_sccl_10/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/61+xNskltxL._AC_UL600_SR600,400_.jpg",Trendy Queen Womens Oversized Long Sleeve T Shirts 2025 Basic Crewneck Tee Fall Tops Casual Workout Y2K Clothes,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",Trendy Queen Store,4.3,2055,$9.99,https://www.amazon.com/Trendy-Queen-Oversized-Crewneck-Workout/dp/B0DFPPCPGZ/ref=zg_bs_g_7147440011_d_sccl_7/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/518Zku5p0fL._AC_UL600_SR600,400_.jpg","Walifrey Womens Joggers with Pockets, Drawstring Sweatpants Women for Lounging Jogging Workout and Gym","This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",Walifrey Store,4.5,1870,$9.99,https://www.amazon.com/Walifrey-Joggers-Drawstring-Sweatpants-Lounging/dp/B0DQNFSW4Q/ref=zg_bs_g_7147440011_d_sccl_14/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/816yw+HdyTL._AC_UL300_SR300,200_.jpg",AUTOMET Womens V Neck Long Sleeve Shirt Fall Fashion Tops Tunic Dressy Casual Sweater Clothes Cute Trendy Work Outfits 2025,N/A,N/A,4.4,1086,$9.99,https://www.amazon.com/AUTOMET-Fashion-Sweater-Clothes-Outfits/dp/B0F297WN7L/ref=zg_bs_g_7147440011_d_sccl_87/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/81+eOf603ZL._AC_UL300_SR300,200_.jpg",Vrapo Bustier Corset Top for Women | Overbust Lace Up Waist Cincher Shapewear Lingerie,N/A,N/A,4.4,597,$23.90,https://www.amazon.com/Vrapo-Overbust-Cincher-Shapewear-Lingerie/dp/B0CNGPCW82/ref=zg_bs_g_7147440011_d_sccl_82/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/81pGvuPLoEL._AC_UL600_SR600,400_.jpg",WIHOLL Long Sleeve Shirts for Women Lightweight Sweaters Fall Outfits 2025 Color Block Winter Clothing Dressy Casual Soft,"This item has been tested to certify it can ship safely in its original box or bag to avoid unnecessary packaging. Since 2015, we have reduced the weight of outbound packaging per shipment by 41% on average, that’s over 2 million tons of packaging material.",WIHOLL Store,4.4,554,$9.99,https://www.amazon.com/Clothing-Chocolate-Sweaters-Lightweight-Business/dp/B0F8GFMZ5V/ref=zg_bs_g_7147440011_d_sccl_5/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/718wzXgnS-L._AC_UL300_SR300,200_.jpg",AUTOMET Womens Long Sleeve Tshirts Business Casual Tunic Work Tops Fashion Cute Sweaters Fall Outfits 2025 Dressy Blouse,"OEKO-TEX® STANDARD 100 certified products require every component of a textiles production including all thread, buttons, and trims to be tested against a list of more than 1,000 regulated and unregulated chemicals which may be harmful to human health. The assessment process is globally standardised",AUTOMET Store,4.3,497,$11.99,https://www.amazon.com/AUTOMET-Tshirts-Business-Fashion-Sweaters/dp/B0F93MLVNZ/ref=zg_bs_g_7147440011_d_sccl_27/142-4859137-9579169?psc=1
Women Fashion,"https://images-na.ssl-images-amazon.com/images/I/71EeF11+OiL._AC_UL600_SR600,400_.jpg",UGG Women's Tasman II Slipper,"The Tasman family has a new addition: Tasman II. Built with the same easy-wearing low profile of our original Tasman, this evolution features a sleek update with a seamless suede upper. It features our signature UGGbraid on the collar, and the interior features a lush sheepskin lining and soft sugar",UGG Store,4.7,489,$124.95,https://www.amazon.com/UGG-Womens-Tasman-Slipper-Chestnut/dp/B0DPJH8ZRQ/ref=zg_bs_g_7147440011_d_sccl_13/142-4859137-9579169?psc=1
